total_quantity,total_revenue,date,hour,product
7,304.38,2013-06-02,16,pens
4,382.36,2013-06-03,22,backpack
4,456.6,2013-06-03,15,backpack
14,228.82,2013-06-03,15,binder
8,201.6,2013-06-03,22,binder
17,258.04,2013-06-03,22,envelopes
7,83.4,2013-06-03,15,envelopes
5,4272.1,2013-06-03,22,laptop
3,3136.71,2013-06-03,15,laptop
8,116.76,2013-06-03,15,notepad
4,298.12,2013-06-03,15,pens
2,153.18,2013-06-03,22,pens
5,159.6,2013-06-03,15,printer paper
1,53.91,2013-06-04,8,backpack
6,138.36,2013-06-04,23,binder
12,290.25,2013-06-04,8,envelopes
1,1089.64,2013-06-04,23,laptop
5,2637.2,2013-06-04,8,laptop
10,193.25,2013-06-04,23,notepad
5,99.82,2013-06-04,8,notepad
5,348.01,2013-06-04,8,pens
5,216.5,2013-06-04,11,pens
5,715.2,2013-06-05,17,backpack
7,156.1,2013-06-05,9,binder
3,36.75,2013-06-05,17,binder
7,117.11,2013-06-05,9,envelopes
18,381.94,2013-06-05,17,envelopes
6,55.26,2013-06-05,20,envelopes
2,2462.82,2013-06-05,9,laptop
4,2927.2,2013-06-05,17,laptop
5,155.52,2013-06-05,9,notepad
3,66.39,2013-06-05,0,notepad
10,186.75,2013-06-05,17,notepad
4,287.08,2013-06-05,17,pens
1,25.14,2013-06-05,0,pens
5,101.1,2013-06-05,17,printer paper
6,173.46,2013-06-05,9,printer paper
2,230.62,2013-06-06,3,backpack
2,268.56,2013-06-06,6,backpack
11,162.38,2013-06-06,3,binder
10,245.5,2013-06-06,3,envelopes
1,1466.9,2013-06-06,3,laptop
5,125.7,2013-06-06,6,notepad
5,191.0,2013-06-06,3,notepad
6,283.46,2013-06-06,3,pens
6,232.14,2013-06-06,3,printer paper
1,16.66,2013-06-06,6,printer paper
2,115.22,2013-06-07,6,backpack
8,101.2,2013-06-07,0,binder
10,189.0,2013-06-07,17,binder
16,195.2,2013-06-07,17,envelopes
5,88.0,2013-06-07,6,envelopes
2,32.69,2013-06-07,0,notepad
4,76.44,2013-06-07,6,notepad
4,53.59,2013-06-07,0,pens
7,295.68,2013-06-07,6,printer paper
5,956.85,2013-06-08,1,backpack
5,709.85,2013-06-08,9,backpack
2,39.96,2013-06-08,1,binder
7,135.87,2013-06-08,9,binder
4,62.36,2013-06-08,1,envelopes
8,110.44,2013-06-08,9,notepad
6,177.98,2013-06-08,1,notepad
3,95.88,2013-06-08,9,pens
3,53.04,2013-06-08,1,pens
4,123.36,2013-06-08,1,printer paper
4,704.12,2013-06-09,0,backpack
5,813.3,2013-06-09,12,backpack
20,554.1,2013-06-09,12,binder
10,202.8,2013-06-09,0,binder
10,284.5,2013-06-09,10,binder
10,250.34,2013-06-09,3,binder
8,189.44,2013-06-09,10,envelopes
10,197.2,2013-06-09,3,envelopes
12,255.16,2013-06-09,12,envelopes
15,173.9,2013-06-09,0,envelopes
3,2509.07,2013-06-09,0,laptop
3,1207.2,2013-06-09,3,laptop
9,242.87,2013-06-09,0,notepad
6,149.31,2013-06-09,10,notepad
7,213.51,2013-06-09,12,notepad
3,36.22,2013-06-09,3,notepad
9,511.51,2013-06-09,12,pens
4,233.56,2013-06-09,0,pens
1,68.64,2013-06-09,10,pens
7,179.96,2013-06-09,3,pens
3,91.92,2013-06-09,12,printer paper
7,179.9,2013-06-09,0,printer paper
1,31.03,2013-06-09,3,printer paper
9,212.67,2013-06-10,9,binder
3,49.26,2013-06-10,1,binder
1,24.28,2013-06-10,9,envelopes
4,5437.68,2013-06-10,1,laptop
2,44.98,2013-06-10,1,notepad
4,521.4,2013-06-11,2,backpack
2,237.32,2013-06-11,0,backpack
4,108.37,2013-06-11,0,binder
14,163.28,2013-06-11,2,binder
7,115.69,2013-06-11,0,envelopes
3,2780.61,2013-06-11,2,laptop
8,213.8,2013-06-11,2,notepad
6,162.1,2013-06-11,0,notepad
4,299.84,2013-06-11,0,pens
3,21.75,2013-06-11,2,pens
6,198.72,2013-06-11,0,printer paper
3,120.99,2013-06-11,2,printer paper
1,117.02,2013-06-12,18,backpack
3,453.63,2013-06-12,23,backpack
10,162.62,2013-06-12,23,binder
1,17.01,2013-06-12,18,binder
1,11.72,2013-06-12,23,envelopes
9,142.38,2013-06-12,18,envelopes
2,1934.32,2013-06-12,18,laptop
3,4621.89,2013-06-12,23,laptop
15,368.1,2013-06-12,23,notepad
7,170.4,2013-06-12,18,notepad
10,289.55,2013-06-12,23,pens
6,182.64,2013-06-12,18,pens
2,43.96,2013-06-12,18,printer paper
1,69.5,2013-06-13,7,backpack
5,552.95,2013-06-13,10,backpack
5,113.95,2013-06-13,7,binder
13,266.11,2013-06-13,10,binder
2,41.68,2013-06-13,17,binder
10,159.3,2013-06-13,7,envelopes
8,54.16,2013-06-13,10,envelopes
4,41.88,2013-06-13,17,envelopes
10,74.3,2013-06-13,2,envelopes
4,4080.8,2013-06-13,7,laptop
5,5940.1,2013-06-13,2,laptop
4,3159.2,2013-06-13,10,laptop
6,79.62,2013-06-13,17,notepad
6,157.53,2013-06-13,10,notepad
5,105.8,2013-06-13,7,pens
3,129.24,2013-06-13,10,pens
8,125.52,2013-06-13,10,printer paper
5,344.55,2013-06-14,0,backpack
4,526.2,2013-06-14,20,backpack
2,30.98,2013-06-14,0,binder
8,140.64,2013-06-14,20,binder
4,45.36,2013-06-14,0,envelopes
7,99.4,2013-06-14,20,envelopes
2,1179.98,2013-06-14,0,laptop
2,3059.74,2013-06-14,20,laptop
8,243.23,2013-06-14,0,notepad
8,145.28,2013-06-14,20,notepad
2,38.8,2013-06-14,7,notepad
3,164.34,2013-06-14,20,pens
1,50.28,2013-06-14,0,pens
5,127.9,2013-06-14,20,printer paper
3,113.91,2013-06-14,0,printer paper
4,177.64,2013-06-15,12,backpack
2,224.06,2013-06-15,15,backpack
14,206.44,2013-06-15,1,binder
7,152.35,2013-06-15,12,binder
12,237.7,2013-06-15,1,envelopes
9,167.73,2013-06-15,12,envelopes
2,1722.2,2013-06-15,1,laptop
2,2435.78,2013-06-15,12,laptop
6,87.19,2013-06-15,1,notepad
6,229.3,2013-06-15,12,notepad
9,428.47,2013-06-15,12,pens
3,155.37,2013-06-15,1,pens
2,25.22,2013-06-15,15,pens
4,104.24,2013-06-15,1,printer paper
1,142.97,2013-06-16,23,backpack
10,201.48,2013-06-16,23,binder
2,2255.96,2013-06-16,23,laptop
8,239.8,2013-06-16,23,notepad
5,131.6,2013-06-16,23,pens
4,47.88,2013-06-16,23,printer paper
4,393.4,2013-06-17,8,backpack
6,41.58,2013-06-17,8,envelopes
3,39.96,2013-06-17,23,notepad
5,118.1,2013-06-17,8,notepad
1,40.22,2013-06-17,23,pens
3,97.98,2013-06-17,8,pens
2,52.86,2013-06-17,8,printer paper
9,47.61,2013-06-18,23,envelopes
4,85.33,2013-06-18,23,notepad
5,244.65,2013-06-18,23,pens
1,24.07,2013-06-18,23,printer paper
6,58.56,2013-06-19,2,envelopes
8,220.54,2013-06-19,2,notepad
3,380.97,2013-06-20,21,backpack
2,21.12,2013-06-20,2,binder
3,30.81,2013-06-20,21,binder
1,7.62,2013-06-20,2,envelopes
2,1900.98,2013-06-20,21,laptop
5,49.0,2013-06-20,13,notepad
5,297.15,2013-06-20,21,pens
2,68.78,2013-06-20,13,pens
10,404.8,2013-06-20,2,printer paper
6,172.8,2013-06-20,21,printer paper
2,36.88,2013-06-21,16,envelopes
1,97.39,2013-06-22,13,backpack
10,212.88,2013-06-22,13,binder
1,28.41,2013-06-22,12,binder
5,93.56,2013-06-22,13,envelopes
8,131.04,2013-06-22,12,envelopes
4,68.36,2013-06-22,9,envelopes
3,99.42,2013-06-22,9,notepad
4,32.08,2013-06-22,12,notepad
1,32.89,2013-06-22,13,notepad
1,77.71,2013-06-22,13,pens
5,242.25,2013-06-22,13,printer paper
1,43.65,2013-06-23,1,backpack
5,722.45,2013-06-23,8,backpack
4,243.88,2013-06-23,0,backpack
5,211.1,2013-06-23,5,backpack
23,526.83,2013-06-23,0,binder
17,343.19,2013-06-23,1,binder
10,135.3,2013-06-23,19,binder
6,176.58,2013-06-23,3,binder
9,188.64,2013-06-23,5,binder
3,34.08,2013-06-23,8,binder
17,267.81,2013-06-23,0,envelopes
6,130.47,2013-06-23,5,envelopes
10,93.6,2013-06-23,8,envelopes
14,213.26,2013-06-23,19,envelopes
6,136.74,2013-06-23,1,envelopes
1,802.4,2013-06-23,5,laptop
10,131.45,2013-06-23,3,notepad
12,256.08,2013-06-23,1,notepad
20,509.16,2013-06-23,0,notepad
4,57.24,2013-06-23,5,notepad
6,236.84,2013-06-23,19,notepad
1,31.27,2013-06-23,8,notepad
7,209.88,2013-06-23,5,pens
9,389.85,2013-06-23,0,pens
3,102.3,2013-06-23,8,pens
5,84.76,2013-06-23,3,pens
2,68.22,2013-06-23,1,pens
10,439.6,2013-06-23,3,printer paper
7,166.04,2013-06-23,0,printer paper
1,123.4,2013-06-24,23,backpack
2,45.44,2013-06-24,10,binder
6,83.88,2013-06-24,10,envelopes
3,25.62,2013-06-24,10,notepad
7,218.64,2013-06-24,23,notepad
2,53.72,2013-06-24,10,pens
5,886.12,2013-06-25,18,backpack
1,102.76,2013-06-25,1,backpack
12,184.35,2013-06-25,20,binder
11,172.57,2013-06-25,18,binder
12,241.8,2013-06-25,1,envelopes
10,74.36,2013-06-25,20,envelopes
4,6065.64,2013-06-25,1,laptop
5,6865.35,2013-06-25,20,laptop
9,275.3,2013-06-25,20,notepad
3,52.29,2013-06-25,18,notepad
5,99.75,2013-06-25,1,notepad
4,255.88,2013-06-25,18,pens
10,437.2,2013-06-25,20,pens
2,55.36,2013-06-25,1,pens
9,216.36,2013-06-25,18,printer paper
2,48.66,2013-06-26,16,binder
3,68.07,2013-06-26,16,envelopes
1,18.71,2013-06-26,16,pens
3,460.11,2013-06-27,15,backpack
7,159.18,2013-06-27,9,binder
6,110.1,2013-06-27,15,binder
8,254.88,2013-06-27,9,notepad
1,22.9,2013-06-27,15,notepad
2,11.74,2013-06-27,15,pens
7,211.47,2013-06-27,15,printer paper
2,349.84,2013-06-28,1,backpack
1,177.5,2013-06-28,19,backpack
6,134.22,2013-06-28,1,binder
5,87.35,2013-06-28,14,binder
10,239.4,2013-06-28,3,binder
4,111.52,2013-06-28,19,binder
8,72.72,2013-06-28,1,envelopes
7,169.75,2013-06-28,16,envelopes
3,16.11,2013-06-28,19,envelopes
8,120.08,2013-06-28,14,envelopes
1,1009.42,2013-06-28,1,laptop
6,192.32,2013-06-28,3,notepad
5,191.3,2013-06-28,1,notepad
6,225.7,2013-06-28,14,notepad
8,95.23,2013-06-28,19,notepad
4,274.56,2013-06-28,1,pens
4,190.44,2013-06-28,3,pens
5,311.96,2013-06-28,19,pens
9,385.38,2013-06-28,14,printer paper
4,97.56,2013-06-28,3,printer paper
4,462.1,2013-06-29,2,backpack
1,70.78,2013-06-29,22,backpack
5,824.0,2013-06-29,16,backpack
2,40.84,2013-06-29,22,binder
20,517.6,2013-06-29,2,binder
1,29.53,2013-06-29,16,binder
9,77.26,2013-06-29,2,envelopes
2,1942.6,2013-06-29,22,laptop
9,270.66,2013-06-29,2,notepad
3,96.0,2013-06-29,22,notepad
5,160.24,2013-06-29,2,pens
4,178.33,2013-06-29,22,pens
1,34.0,2013-06-29,2,printer paper
2,110.9,2013-06-30,0,backpack
3,489.69,2013-06-30,8,backpack
5,115.89,2013-06-30,8,binder
7,143.92,2013-06-30,8,envelopes
4,2975.52,2013-06-30,8,laptop
3,117.69,2013-06-30,0,notepad
13,277.71,2013-06-30,8,notepad
4,159.22,2013-06-30,8,pens
2,34.54,2013-06-30,20,pens
5,717.95,2013-07-01,11,backpack
7,119.35,2013-07-01,0,envelopes
8,126.16,2013-07-01,11,envelopes
3,86.07,2013-07-01,0,notepad
2,36.68,2013-07-01,11,notepad
4,107.68,2013-07-01,22,notepad
3,136.86,2013-07-01,22,pens
8,340.96,2013-07-01,22,printer paper
1,128.16,2013-07-02,23,backpack
3,42.84,2013-07-02,7,binder
9,169.56,2013-07-02,7,envelopes
13,133.15,2013-07-02,23,envelopes
4,4903.32,2013-07-02,23,laptop
5,75.5,2013-07-02,7,notepad
7,152.8,2013-07-02,23,notepad
5,174.95,2013-07-02,7,pens
2,41.6,2013-07-02,23,pens
6,113.34,2013-07-02,23,printer paper
3,135.33,2013-07-03,19,backpack
4,403.76,2013-07-03,2,backpack
4,103.88,2013-07-03,7,binder
6,118.74,2013-07-03,19,binder
6,137.46,2013-07-03,2,binder
7,53.03,2013-07-03,19,envelopes
1,19.2,2013-07-03,7,envelopes
1,991.47,2013-07-03,7,laptop
1,581.84,2013-07-03,19,laptop
6,138.34,2013-07-03,19,notepad
3,86.82,2013-07-03,2,notepad
5,200.6,2013-07-03,7,pens
1,26.85,2013-07-03,19,pens
3,131.82,2013-07-03,2,pens
2,153.7,2013-07-03,23,pens
8,221.44,2013-07-03,2,printer paper
4,366.32,2013-07-04,22,backpack
5,372.45,2013-07-04,20,backpack
8,180.8,2013-07-04,22,binder
9,247.95,2013-07-04,15,binder
16,271.32,2013-07-04,20,envelopes
13,280.93,2013-07-04,15,envelopes
7,164.57,2013-07-04,22,envelopes
5,2800.8,2013-07-04,22,laptop
1,1590.86,2013-07-04,15,laptop
7,107.54,2013-07-04,15,notepad
8,155.24,2013-07-04,22,notepad
7,446.42,2013-07-04,15,pens
1,78.29,2013-07-04,22,pens
9,139.86,2013-07-04,15,printer paper
7,131.88,2013-07-04,20,printer paper
3,57.57,2013-07-05,4,binder
4,65.56,2013-07-05,4,envelopes
1,19.0,2013-07-05,17,envelopes
5,3168.3,2013-07-05,17,laptop
2,3093.78,2013-07-05,4,laptop
3,44.73,2013-07-05,0,notepad
2,87.42,2013-07-05,4,printer paper
2,126.46,2013-07-06,5,backpack
3,165.69,2013-07-06,13,backpack
5,119.4,2013-07-06,5,binder
3,42.6,2013-07-06,18,binder
14,303.32,2013-07-06,13,binder
8,127.44,2013-07-06,13,envelopes
6,52.02,2013-07-06,18,envelopes
14,116.38,2013-07-06,5,envelopes
2,2037.58,2013-07-06,5,laptop
3,113.04,2013-07-06,18,notepad
8,109.98,2013-07-06,13,notepad
5,150.41,2013-07-06,5,notepad
6,370.1,2013-07-06,13,pens
1,79.32,2013-07-06,5,pens
4,186.0,2013-07-07,7,backpack
5,84.7,2013-07-07,6,binder
11,172.75,2013-07-07,7,envelopes
4,2562.96,2013-07-07,7,laptop
4,113.12,2013-07-07,7,notepad
1,36.42,2013-07-07,6,notepad
3,217.89,2013-07-07,7,pens
1,19.6,2013-07-08,21,envelopes
5,265.9,2013-07-08,21,pens
9,164.79,2013-07-08,21,printer paper
10,125.0,2013-07-09,22,binder
7,99.25,2013-07-09,22,envelopes
5,6543.35,2013-07-09,22,laptop
4,246.96,2013-07-09,22,pens
4,799.0,2013-07-10,8,backpack
6,105.28,2013-07-10,13,binder
17,368.13,2013-07-10,8,binder
10,179.2,2013-07-10,8,envelopes
17,361.5,2013-07-10,13,envelopes
1,699.31,2013-07-10,8,laptop
5,7758.65,2013-07-10,2,laptop
3,40.12,2013-07-10,8,notepad
2,74.2,2013-07-10,2,notepad
4,74.8,2013-07-10,13,notepad
4,181.04,2013-07-10,2,pens
5,207.15,2013-07-10,8,pens
2,10.78,2013-07-10,13,pens
4,187.56,2013-07-10,13,printer paper
1,166.53,2013-07-11,0,backpack
7,97.79,2013-07-11,0,binder
2,28.38,2013-07-11,0,envelopes
4,2216.44,2013-07-11,0,laptop
5,46.44,2013-07-11,0,notepad
5,47.25,2013-07-11,0,pens
5,144.9,2013-07-11,0,printer paper
5,433.9,2013-07-12,10,backpack
1,101.69,2013-07-12,16,backpack
5,402.85,2013-07-12,22,backpack
4,399.32,2013-07-12,17,backpack
1,48.25,2013-07-12,7,backpack
3,376.56,2013-07-12,5,backpack
11,288.76,2013-07-12,17,binder
14,406.64,2013-07-12,16,binder
5,111.49,2013-07-12,22,binder
6,108.84,2013-07-12,5,binder
9,243.27,2013-07-12,10,binder
6,111.9,2013-07-12,7,binder
11,105.59,2013-07-12,7,envelopes
18,209.03,2013-07-12,17,envelopes
6,110.88,2013-07-12,10,envelopes
10,59.5,2013-07-12,16,envelopes
5,4187.65,2013-07-12,17,laptop
5,2260.45,2013-07-12,22,laptop
1,1158.2,2013-07-12,10,laptop
4,3066.8,2013-07-12,7,laptop
1,24.55,2013-07-12,10,notepad
7,107.06,2013-07-12,22,notepad
2,70.5,2013-07-12,18,notepad
10,297.06,2013-07-12,17,notepad
10,96.28,2013-07-12,7,notepad
6,190.52,2013-07-12,16,pens
4,224.08,2013-07-12,22,pens
10,632.5,2013-07-12,17,pens
6,430.69,2013-07-12,10,pens
4,67.87,2013-07-12,17,printer paper
2,79.96,2013-07-12,7,printer paper
6,104.28,2013-07-12,16,printer paper
1,124.6,2013-07-13,21,backpack
14,314.34,2013-07-13,21,binder
2,157.06,2013-07-13,21,pens
1,39.62,2013-07-13,21,printer paper
4,742.8,2013-07-14,21,backpack
19,386.54,2013-07-14,16,binder
12,307.8,2013-07-14,21,binder
10,248.5,2013-07-14,16,envelopes
5,2634.45,2013-07-14,16,laptop
3,49.02,2013-07-14,16,notepad
3,151.73,2013-07-14,16,pens
4,195.64,2013-07-14,16,printer paper
5,689.2,2013-07-15,8,backpack
6,51.9,2013-07-15,12,envelopes
9,131.13,2013-07-15,13,envelopes
15,286.2,2013-07-15,8,envelopes
5,3691.15,2013-07-15,8,laptop
3,49.23,2013-07-15,13,notepad
1,38.79,2013-07-15,8,notepad
6,146.33,2013-07-15,12,pens
6,229.1,2013-07-15,13,pens
8,391.05,2013-07-15,8,pens
9,91.98,2013-07-15,8,printer paper
2,281.86,2013-07-16,19,backpack
1,125.15,2013-07-16,21,backpack
8,93.76,2013-07-16,20,binder
6,98.82,2013-07-16,19,binder
4,32.04,2013-07-16,20,envelopes
6,66.24,2013-07-16,16,envelopes
1,765.14,2013-07-16,19,laptop
3,30.75,2013-07-16,16,notepad
5,164.35,2013-07-16,19,pens
1,18.51,2013-07-16,20,printer paper
6,165.06,2013-07-16,16,printer paper
10,208.18,2013-07-17,8,binder
1,27.37,2013-07-17,8,notepad
13,251.06,2013-07-18,1,binder
8,133.95,2013-07-18,20,binder
12,195.04,2013-07-18,1,envelopes
4,5400.24,2013-07-18,20,laptop
4,4940.04,2013-07-18,8,laptop
13,385.42,2013-07-18,20,notepad
3,77.85,2013-07-18,1,notepad
6,114.58,2013-07-18,20,pens
1,51.29,2013-07-19,11,backpack
7,207.9,2013-07-19,11,binder
4,84.8,2013-07-19,11,envelopes
3,79.77,2013-07-19,16,notepad
9,255.69,2013-07-19,11,notepad
4,109.36,2013-07-19,11,pens
6,177.54,2013-07-20,6,binder
1,18.78,2013-07-20,6,envelopes
10,124.1,2013-07-20,2,envelopes
5,155.35,2013-07-20,2,notepad
14,281.7,2013-07-20,6,notepad
4,116.24,2013-07-20,2,pens
6,370.54,2013-07-20,6,pens
3,208.41,2013-07-21,23,backpack
1,181.5,2013-07-21,18,backpack
3,88.2,2013-07-21,18,binder
8,167.36,2013-07-21,23,envelopes
5,4510.3,2013-07-21,23,laptop
2,3058.78,2013-07-21,18,laptop
5,130.85,2013-07-21,23,notepad
5,122.35,2013-07-21,18,notepad
4,249.52,2013-07-21,23,pens
7,334.88,2013-07-21,23,printer paper
5,478.2,2013-07-22,0,backpack
4,56.56,2013-07-22,18,binder
9,171.27,2013-07-22,18,envelopes
5,3067.2,2013-07-22,0,laptop
5,35.55,2013-07-22,18,notepad
6,92.26,2013-07-22,0,notepad
3,195.81,2013-07-22,0,pens
4,190.16,2013-07-22,0,printer paper
1,49.06,2013-07-22,18,printer paper
14,355.66,2013-07-23,5,binder
10,111.14,2013-07-23,5,envelopes
3,4514.58,2013-07-23,5,laptop
7,132.77,2013-07-23,5,notepad
10,628.45,2013-07-23,5,pens
4,628.64,2013-07-24,7,backpack
1,67.76,2013-07-24,21,backpack
1,13.3,2013-07-24,7,binder
12,246.96,2013-07-24,21,binder
6,79.26,2013-07-24,1,binder
10,203.02,2013-07-24,21,envelopes
9,165.24,2013-07-24,1,envelopes
10,188.0,2013-07-24,7,envelopes
5,4299.0,2013-07-24,7,laptop
5,4687.8,2013-07-24,1,laptop
4,53.32,2013-07-24,1,notepad
4,88.92,2013-07-24,7,notepad
6,167.61,2013-07-24,21,notepad
3,88.77,2013-07-24,21,pens
3,51.93,2013-07-24,1,pens
1,44.12,2013-07-24,21,printer paper
4,441.8,2013-07-25,20,backpack
2,330.24,2013-07-25,13,backpack
8,176.96,2013-07-25,20,binder
7,158.09,2013-07-25,19,binder
5,61.01,2013-07-25,13,binder
4,99.96,2013-07-25,7,binder
4,34.24,2013-07-25,19,envelopes
10,150.9,2013-07-25,8,envelopes
1,10.76,2013-07-25,13,envelopes
8,40.8,2013-07-25,7,envelopes
2,2212.8,2013-07-25,7,laptop
4,3506.96,2013-07-25,13,laptop
3,1385.58,2013-07-25,19,laptop
4,130.08,2013-07-25,20,notepad
7,178.46,2013-07-25,13,notepad
5,34.45,2013-07-25,7,notepad
9,153.25,2013-07-25,19,notepad
1,70.4,2013-07-25,7,pens
2,49.35,2013-07-25,20,pens
1,21.55,2013-07-25,19,pens
8,250.33,2013-07-25,13,pens
5,214.55,2013-07-25,19,printer paper
7,341.53,2013-07-25,7,printer paper
9,430.02,2013-07-25,14,printer paper
4,50.8,2013-07-25,13,printer paper
1,145.29,2013-07-26,2,backpack
3,160.38,2013-07-26,12,backpack
5,585.04,2013-07-26,19,backpack
6,136.92,2013-07-26,2,binder
3,36.0,2013-07-26,12,binder
11,181.46,2013-07-26,22,binder
11,140.92,2013-07-26,19,binder
3,23.91,2013-07-26,12,envelopes
9,153.99,2013-07-26,8,envelopes
9,94.5,2013-07-26,2,envelopes
5,62.07,2013-07-26,18,envelopes
12,203.91,2013-07-26,19,envelopes
2,1201.18,2013-07-26,8,laptop
6,5755.86,2013-07-26,19,laptop
2,1142.8,2013-07-26,18,laptop
3,56.94,2013-07-26,19,notepad
6,84.72,2013-07-26,22,notepad
2,35.04,2013-07-26,12,notepad
7,214.35,2013-07-26,2,notepad
6,219.9,2013-07-26,8,notepad
9,631.13,2013-07-26,8,pens
3,228.78,2013-07-26,19,pens
5,174.74,2013-07-26,2,pens
2,66.18,2013-07-26,22,pens
10,264.1,2013-07-26,2,printer paper
1,14.52,2013-07-26,22,printer paper
10,460.25,2013-07-26,19,printer paper
3,365.55,2013-07-27,8,backpack
4,301.08,2013-07-27,5,backpack
1,22.26,2013-07-27,5,binder
8,187.34,2013-07-27,8,binder
16,308.19,2013-07-27,5,envelopes
16,165.52,2013-07-27,8,envelopes
3,2657.43,2013-07-27,5,laptop
5,192.04,2013-07-27,5,notepad
7,86.16,2013-07-27,8,notepad
8,250.36,2013-07-27,8,pens
5,177.79,2013-07-27,5,pens
8,160.0,2013-07-27,8,printer paper
1,167.75,2013-07-28,2,backpack
6,138.66,2013-07-28,2,binder
10,210.4,2013-07-28,13,envelopes
5,4920.7,2013-07-28,2,laptop
8,235.48,2013-07-28,2,notepad
5,47.7,2013-07-28,13,notepad
5,301.11,2013-07-28,2,pens
2,74.26,2013-07-28,13,pens
9,248.49,2013-07-28,13,printer paper
5,200.4,2013-07-28,2,printer paper
1,116.5,2013-07-29,18,backpack
8,212.39,2013-07-29,4,binder
9,243.71,2013-07-29,3,binder
26,576.71,2013-07-29,18,binder
12,133.33,2013-07-29,3,envelopes
1,7.3,2013-07-29,18,envelopes
7,140.28,2013-07-29,4,envelopes
3,1340.73,2013-07-29,4,laptop
6,4338.76,2013-07-29,18,laptop
14,280.03,2013-07-29,18,notepad
7,230.68,2013-07-29,4,notepad
5,88.35,2013-07-29,3,notepad
3,18.63,2013-07-29,10,notepad
2,57.12,2013-07-29,10,pens
11,775.27,2013-07-29,18,pens
1,23.78,2013-07-29,4,pens
6,137.28,2013-07-29,18,printer paper
3,448.59,2013-07-30,11,backpack
3,287.85,2013-07-30,22,backpack
14,342.84,2013-07-30,22,binder
1,25.26,2013-07-30,11,binder
6,116.4,2013-07-30,11,envelopes
5,58.95,2013-07-30,22,envelopes
3,2239.78,2013-07-30,22,laptop
16,298.26,2013-07-30,22,notepad
9,426.52,2013-07-30,11,pens
3,77.76,2013-07-30,22,pens
4,130.1,2013-07-30,22,printer paper
4,107.06,2013-07-31,0,binder
9,248.67,2013-07-31,4,binder
6,100.5,2013-07-31,17,binder
7,76.93,2013-07-31,10,envelopes
10,192.9,2013-07-31,4,envelopes
8,198.24,2013-07-31,0,envelopes
6,49.62,2013-07-31,17,notepad
5,61.6,2013-07-31,10,pens
3,166.11,2013-07-31,0,pens
3,29.46,2013-07-31,4,pens
4,191.64,2013-07-31,17,pens
6,266.22,2013-07-31,10,printer paper
6,109.32,2013-08-01,10,binder
10,190.8,2013-08-01,7,binder
19,400.93,2013-08-01,10,envelopes
2,908.38,2013-08-01,7,laptop
7,195.4,2013-08-01,7,notepad
3,102.75,2013-08-01,10,notepad
2,25.42,2013-08-01,7,pens
3,68.46,2013-08-02,11,binder
2,246.3,2013-08-03,21,backpack
4,172.48,2013-08-03,19,backpack
5,309.9,2013-08-03,22,backpack
3,72.57,2013-08-03,22,binder
4,66.72,2013-08-03,19,binder
11,204.47,2013-08-03,21,binder
7,160.51,2013-08-03,21,envelopes
5,97.65,2013-08-03,19,envelopes
4,113.08,2013-08-03,3,notepad
1,11.23,2013-08-03,21,notepad
7,153.66,2013-08-03,22,notepad
2,57.48,2013-08-03,19,notepad
2,29.3,2013-08-03,22,pens
4,312.64,2013-08-03,19,pens
3,37.47,2013-08-03,21,printer paper
7,318.85,2013-08-03,19,printer paper
5,292.4,2013-08-04,19,backpack
4,93.48,2013-08-04,9,binder
10,132.8,2013-08-04,19,binder
4,63.44,2013-08-04,10,envelopes
13,184.05,2013-08-04,19,envelopes
5,5051.15,2013-08-04,19,laptop
4,79.24,2013-08-04,9,notepad
2,38.98,2013-08-04,10,notepad
6,220.92,2013-08-04,19,notepad
4,23.68,2013-08-04,9,pens
1,66.34,2013-08-04,10,pens
2,21.08,2013-08-04,19,printer paper
2,172.88,2013-08-06,10,backpack
10,210.1,2013-08-06,1,binder
7,136.93,2013-08-06,10,envelopes
4,92.88,2013-08-06,10,notepad
4,715.12,2013-08-07,12,backpack
9,243.32,2013-08-07,12,binder
4,70.36,2013-08-07,12,envelopes
2,2019.5,2013-08-07,12,laptop
13,406.45,2013-08-07,12,notepad
2,54.28,2013-08-07,19,notepad
9,386.43,2013-08-07,3,pens
5,107.53,2013-08-07,19,pens
2,141.5,2013-08-07,12,pens
9,386.46,2013-08-07,12,printer paper
3,89.97,2013-08-07,19,printer paper
3,298.44,2013-08-08,21,backpack
9,212.43,2013-08-08,19,binder
11,160.23,2013-08-08,21,binder
17,318.04,2013-08-08,21,envelopes
8,75.84,2013-08-08,19,envelopes
3,39.51,2013-08-08,19,notepad
10,71.05,2013-08-08,21,notepad
5,212.85,2013-08-08,21,pens
6,273.3,2013-08-08,19,printer paper
2,160.36,2013-08-09,19,backpack
3,536.07,2013-08-09,0,backpack
7,103.99,2013-08-09,19,binder
10,291.5,2013-08-09,23,binder
9,171.42,2013-08-09,0,binder
17,339.69,2013-08-09,17,binder
6,80.32,2013-08-09,0,envelopes
7,138.25,2013-08-09,19,envelopes
17,386.13,2013-08-09,23,envelopes
8,83.44,2013-08-09,17,envelopes
4,64.8,2013-08-09,4,envelopes
4,6260.76,2013-08-09,0,laptop
1,751.16,2013-08-09,17,laptop
3,2934.03,2013-08-09,19,laptop
12,257.2,2013-08-09,17,notepad
10,282.82,2013-08-09,23,notepad
5,90.8,2013-08-09,4,notepad
12,283.93,2013-08-09,19,notepad
